"BehaviorSpace results (NetLogo 6.2.0)"
"Sugarscape 1 Immediate Growback.nlogo"
"Growth Change"
"02/21/2021 00:21:12:569 +0800"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","initial-population","[step]","growth"
"64","730","54","-0.4703891708967851"
"67","760","29","-0.5186412593206297"
"66","750","39","-0.4630541871921182"
"65","740","41","-0.46256239600665555"
"68","770","21","-0.43478260869565216"
"64","730","55","-0.4703891708967851"
"67","760","30","-0.5186412593206297"
"66","750","40","-0.4630541871921182"
"69","780","12","-0.3008849557522124"
"70","790","6","-0.15112321307011573"
"65","740","42","-0.46256239600665555"
"63","720","92","-0.4742268041237113"
"64","730","56","-0.4703891708967851"
"68","770","22","-0.4483306836248013"
"67","760","31","-0.5186412593206297"
"66","750","41","-0.4630541871921182"
"65","740","43","-0.46256239600665555"
"64","730","57","-0.4703891708967851"
"68","770","23","-0.46203037569944044"
"67","760","32","-0.5186412593206297"
"66","750","42","-0.4630541871921182"
"63","720","93","-0.4742268041237113"
"65","740","44","-0.46256239600665555"
"64","730","58","-0.4703891708967851"
"67","760","33","-0.5186412593206297"
"69","780","13","-0.314540059347181"
"68","770","24","-0.4778761061946903"
"66","750","43","-0.4630541871921182"
"63","720","94","-0.4742268041237113"
"64","730","59","-0.4703891708967851"
"65","740","45","-0.46256239600665555"
"67","760","34","-0.5186412593206297"
"68","770","25","-0.4878836833602585"
"66","750","44","-0.4630541871921182"
"63","720","95","-0.4742268041237113"
"64","730","60","-0.4703891708967851"
"65","740","46","-0.46256239600665555"
"67","760","35","-0.5186412593206297"
"66","750","45","-0.4630541871921182"
"69","780","14","-0.32488822652757077"
"68","770","26","-0.4878836833602585"
"65","740","47","-0.46256239600665555"
"64","730","61","-0.4703891708967851"
"63","720","96","-0.4742268041237113"
"70","790","7","-0.17780840799448655"
"69","780","15","-0.34058514628657166"
"63","720","97","-0.4742268041237113"
"67","760","36","-0.5186412593206297"
"68","770","27","-0.4878836833602585"
"66","750","46","-0.4630541871921182"
"70","790","8","-0.2082459818308875"
"63","720","98","-0.4742268041237113"
"68","770","28","-0.4878836833602585"
"69","780","16","-0.3493975903614458"
"67","760","37","-0.5186412593206297"
"66","750","47","-0.4630541871921182"
"70","790","9","-0.23637650389242745"
"63","720","99","-0.4742268041237113"
"68","770","29","-0.4878836833602585"
"69","780","17","-0.3618470855412566"
"65","740","48","-0.46256239600665555"
"67","760","38","-0.5186412593206297"
"64","730","62","-0.4703891708967851"
"70","790","10","-0.2523164647184604"
"68","770","30","-0.4878836833602585"
"65","740","49","-0.46256239600665555"
"69","780","18","-0.3816793893129771"
"66","750","48","-0.4630541871921182"
"67","760","39","-0.5186412593206297"
"63","720","100","-0.4742268041237113"
"65","740","50","-0.46256239600665555"
"69","780","19","-0.39447429009976975"
"70","790","11","-0.2815884476534296"
"68","770","31","-0.4878836833602585"
"66","750","49","-0.4630541871921182"
"67","760","40","-0.5186412593206297"
"65","740","51","-0.46256239600665555"
"66","750","50","-0.4630541871921182"
"64","730","63","-0.4703891708967851"
"68","770","32","-0.4878836833602585"
"69","780","20","-0.4092664092664093"
"67","760","41","-0.5186412593206297"
"65","740","52","-0.46256239600665555"
"66","750","51","-0.4630541871921182"
"68","770","33","-0.4878836833602585"
"69","780","21","-0.422360248447205"
"67","760","42","-0.5186412593206297"
"65","740","53","-0.46256239600665555"
"64","730","64","-0.4703891708967851"
"66","750","52","-0.4630541871921182"
"68","770","34","-0.4878836833602585"
"70","790","12","-0.30656934306569344"
"69","780","22","-0.4375"
"67","760","43","-0.5186412593206297"
"65","740","54","-0.46256239600665555"
"64","730","65","-0.4703891708967851"
"66","750","53","-0.4630541871921182"
"69","780","23","-0.4509033778476041"
"68","770","35","-0.4878836833602585"
"70","790","13","-0.3218221895664952"
"64","730","66","-0.4703891708967851"
"66","750","54","-0.4630541871921182"
"65","740","55","-0.46256239600665555"
"67","760","44","-0.5186412593206297"
"64","730","67","-0.4703891708967851"
"69","780","24","-0.4605678233438486"
"65","740","56","-0.46256239600665555"
"70","790","14","-0.3355506282335551"
"66","750","55","-0.4630541871921182"
"71","800","0","0"
"68","770","36","-0.4878836833602585"
"64","730","68","-0.4703891708967851"
"66","750","56","-0.4630541871921182"
"69","780","25","-0.46250986582478293"
"70","790","15","-0.36350037397157814"
"67","760","45","-0.5186412593206297"
"64","730","69","-0.4703891708967851"
"71","800","1","0"
"70","790","16","-0.37772761474793076"
"68","770","37","-0.4878836833602585"
"65","740","57","-0.46256239600665555"
"67","760","46","-0.5186412593206297"
"69","780","26","-0.46250986582478293"
"64","730","70","-0.4703891708967851"
"66","750","57","-0.4630541871921182"
"70","790","17","-0.39212717638152916"
"65","740","58","-0.46256239600665555"
"68","770","38","-0.4878836833602585"
"67","760","47","-0.5186412593206297"
"69","780","27","-0.46250986582478293"
"71","800","2","-0.005012531328320802"
"64","730","71","-0.4703891708967851"
"70","790","18","-0.4067022086824067"
"67","760","48","-0.5186412593206297"
"68","770","39","-0.4878836833602585"
"66","750","58","-0.4630541871921182"
"71","800","3","-0.03303684879288437"
"69","780","28","-0.46250986582478293"
"65","740","59","-0.46256239600665555"
"67","760","49","-0.5186412593206297"
"70","790","19","-0.41960183767228176"
"66","750","59","-0.4630541871921182"
"68","770","40","-0.4878836833602585"
"64","730","72","-0.4703891708967851"
"69","780","29","-0.46250986582478293"
"65","740","60","-0.46256239600665555"
"70","790","20","-0.42890084550345886"
"68","770","41","-0.4878836833602585"
"70","790","21","-0.4382716049382716"
"65","740","61","-0.46256239600665555"
"69","780","30","-0.46250986582478293"
"64","730","73","-0.4703891708967851"
"66","750","60","-0.4630541871921182"
"67","760","50","-0.5186412593206297"
"71","800","4","-0.059202059202059204"
"64","730","74","-0.4703891708967851"
"67","760","51","-0.5186412593206297"
"68","770","42","-0.4878836833602585"
"66","750","61","-0.4630541871921182"
"71","800","5","-0.10111621799080761"
"70","790","22","-0.4420401854714065"
"69","780","31","-0.46250986582478293"
"64","730","75","-0.4703891708967851"
"67","760","52","-0.5186412593206297"
"66","750","62","-0.4630541871921182"
"68","770","43","-0.4878836833602585"
"65","740","62","-0.46256239600665555"
"70","790","23","-0.4553224553224553"
"64","730","76","-0.4703891708967851"
"68","770","44","-0.4878836833602585"
"67","760","53","-0.5186412593206297"
"71","800","6","-0.14333556597454788"
"66","750","63","-0.4630541871921182"
"69","780","32","-0.46250986582478293"
"64","730","77","-0.4703891708967851"
"65","740","63","-0.46256239600665555"
"70","790","24","-0.46875"
"66","750","64","-0.4630541871921182"
"68","770","45","-0.4878836833602585"
"67","760","54","-0.5186412593206297"
"71","800","7","-0.1872863978127136"
"64","730","78","-0.4703891708967851"
"65","740","64","-0.46256239600665555"
"69","780","33","-0.46250986582478293"
"67","760","55","-0.5186412593206297"
"70","790","25","-0.48232521602513745"
"66","750","65","-0.4630541871921182"
"68","770","46","-0.4878836833602585"
"71","800","8","-0.21914008321775313"
"69","780","34","-0.46250986582478293"
"64","730","79","-0.4703891708967851"
"65","740","65","-0.46256239600665555"
"70","790","26","-0.48232521602513745"
"67","760","56","-0.5186412593206297"
"68","770","47","-0.4878836833602585"
"71","800","9","-0.24089635854341737"
"64","730","80","-0.4703891708967851"
"69","780","35","-0.46250986582478293"
"65","740","66","-0.46256239600665555"
"66","750","66","-0.4630541871921182"
"70","790","27","-0.48232521602513745"
"67","760","57","-0.5186412593206297"
"68","770","48","-0.4878836833602585"
"65","740","67","-0.46256239600665555"
"66","750","67","-0.4630541871921182"
"69","780","36","-0.46250986582478293"
"64","730","81","-0.4703891708967851"
"70","790","28","-0.48232521602513745"
"71","800","10","-0.26628895184135976"
"67","760","58","-0.5186412593206297"
"66","750","68","-0.4630541871921182"
"68","770","49","-0.4878836833602585"
"69","780","37","-0.46250986582478293"
"65","740","68","-0.46256239600665555"
"70","790","29","-0.48232521602513745"
"64","730","82","-0.4703891708967851"
"67","760","59","-0.5186412593206297"
"71","800","11","-0.302158273381295"
"68","770","50","-0.4878836833602585"
"66","750","69","-0.4630541871921182"
"69","780","38","-0.46250986582478293"
"65","740","69","-0.46256239600665555"
"64","730","83","-0.4703891708967851"
"67","760","60","-0.5186412593206297"
"68","770","51","-0.4878836833602585"
"66","750","70","-0.4630541871921182"
"69","780","39","-0.46250986582478293"
"70","790","30","-0.48232521602513745"
"71","800","12","-0.3289665211062591"
"65","740","70","-0.46256239600665555"
"64","730","84","-0.4703891708967851"
"68","770","52","-0.4878836833602585"
"66","750","71","-0.4630541871921182"
"67","760","61","-0.5186412593206297"
"70","790","31","-0.48232521602513745"
"69","780","40","-0.46250986582478293"
"71","800","13","-0.34260614934114203"
"65","740","71","-0.46256239600665555"
"64","730","85","-0.4703891708967851"
"66","750","72","-0.4630541871921182"
"67","760","62","-0.5186412593206297"
"70","790","32","-0.48232521602513745"
"69","780","41","-0.46250986582478293"
"68","770","53","-0.4878836833602585"
"64","730","86","-0.4703891708967851"
"65","740","72","-0.46256239600665555"
"67","760","63","-0.5186412593206297"
"66","750","73","-0.4630541871921182"
"70","790","33","-0.48232521602513745"
"71","800","14","-0.35294117647058826"
"68","770","54","-0.4878836833602585"
"65","740","73","-0.46256239600665555"
"64","730","87","-0.4703891708967851"
"69","780","42","-0.46250986582478293"
"67","760","64","-0.5186412593206297"
"66","750","74","-0.4630541871921182"
"70","790","34","-0.48232521602513745"
"65","740","74","-0.46256239600665555"
"67","760","65","-0.5186412593206297"
"69","780","43","-0.46250986582478293"
"71","800","15","-0.3686158401184308"
"66","750","75","-0.4630541871921182"
"64","730","88","-0.4703891708967851"
"68","770","55","-0.4878836833602585"
"67","760","66","-0.5186412593206297"
"69","780","44","-0.46250986582478293"
"68","770","56","-0.4878836833602585"
"66","750","76","-0.4630541871921182"
"65","740","75","-0.46256239600665555"
"64","730","89","-0.4703891708967851"
"70","790","35","-0.48232521602513745"
"71","800","16","-0.37564959168522644"
"68","770","57","-0.4878836833602585"
"66","750","77","-0.4630541871921182"
"69","780","45","-0.46250986582478293"
"67","760","67","-0.5186412593206297"
"64","730","90","-0.4703891708967851"
"70","790","36","-0.48232521602513745"
"65","740","76","-0.46256239600665555"
"71","800","17","-0.38095238095238093"
"67","760","68","-0.5186412593206297"
"68","770","58","-0.4878836833602585"
"64","730","91","-0.4703891708967851"
"69","780","46","-0.46250986582478293"
"66","750","78","-0.4630541871921182"
"70","790","37","-0.48232521602513745"
"65","740","77","-0.46256239600665555"
"67","760","69","-0.5186412593206297"
"71","800","18","-0.3970037453183521"
"68","770","59","-0.4878836833602585"
"64","730","92","-0.4703891708967851"
"69","780","47","-0.46250986582478293"
"70","790","38","-0.48232521602513745"
"66","750","79","-0.4630541871921182"
"65","740","78","-0.46256239600665555"
"67","760","70","-0.5186412593206297"
"71","800","19","-0.4078254326561324"
"64","730","93","-0.4703891708967851"
"68","770","60","-0.4878836833602585"
"69","780","48","-0.46250986582478293"
"70","790","39","-0.48232521602513745"
"66","750","80","-0.4630541871921182"
"65","740","79","-0.46256239600665555"
"67","760","71","-0.5186412593206297"
"71","800","20","-0.4132730015082956"
"69","780","49","-0.46250986582478293"
"68","770","61","-0.4878836833602585"
"64","730","94","-0.4703891708967851"
"70","790","40","-0.48232521602513745"
"66","750","81","-0.4630541871921182"
"65","740","80","-0.46256239600665555"
"67","760","72","-0.5186412593206297"
"71","800","21","-0.4205748865355522"
"64","730","95","-0.4703891708967851"
"69","780","50","-0.46250986582478293"
"70","790","41","-0.48232521602513745"
"66","750","82","-0.4630541871921182"
"65","740","81","-0.46256239600665555"
"68","770","62","-0.4878836833602585"
"67","760","73","-0.5186412593206297"
"71","800","22","-0.42608036391205456"
"69","780","51","-0.46250986582478293"
"64","730","96","-0.4703891708967851"
"70","790","42","-0.48232521602513745"
"66","750","83","-0.4630541871921182"
"65","740","82","-0.46256239600665555"
"67","760","74","-0.5186412593206297"
"68","770","63","-0.4878836833602585"
"69","780","52","-0.46250986582478293"
"71","800","23","-0.44274809160305345"
"64","730","97","-0.4703891708967851"
"70","790","43","-0.48232521602513745"
"66","750","84","-0.4630541871921182"
"65","740","83","-0.46256239600665555"
"67","760","75","-0.5186412593206297"
"68","770","64","-0.4878836833602585"
"69","780","53","-0.46250986582478293"
"71","800","24","-0.45587106676899464"
"66","750","85","-0.4630541871921182"
"64","730","98","-0.4703891708967851"
"70","790","44","-0.48232521602513745"
"65","740","84","-0.46256239600665555"
"67","760","76","-0.5186412593206297"
"68","770","65","-0.4878836833602585"
"69","780","54","-0.46250986582478293"
"71","800","25","-0.47295208655332305"
"66","750","86","-0.4630541871921182"
"64","730","99","-0.4703891708967851"
"70","790","45","-0.48232521602513745"
"65","740","85","-0.46256239600665555"
"68","770","66","-0.4878836833602585"
"69","780","55","-0.46250986582478293"
"66","750","87","-0.4630541871921182"
"67","760","77","-0.5186412593206297"
"64","730","100","-0.4703891708967851"
"71","800","26","-0.47295208655332305"
"65","740","86","-0.46256239600665555"
"70","790","46","-0.48232521602513745"
"68","770","67","-0.4878836833602585"
"67","760","78","-0.5186412593206297"
"69","780","56","-0.46250986582478293"
"66","750","88","-0.4630541871921182"
"71","800","27","-0.47295208655332305"
"70","790","47","-0.48232521602513745"
"65","740","87","-0.46256239600665555"
"67","760","79","-0.5186412593206297"
"68","770","68","-0.4878836833602585"
"67","760","80","-0.5186412593206297"
"70","790","48","-0.48232521602513745"
"71","800","28","-0.47295208655332305"
"65","740","88","-0.46256239600665555"
"66","750","89","-0.4630541871921182"
"69","780","57","-0.46250986582478293"
"67","760","81","-0.5186412593206297"
"65","740","89","-0.46256239600665555"
"68","770","69","-0.4878836833602585"
"70","790","49","-0.48232521602513745"
"66","750","90","-0.4630541871921182"
"69","780","58","-0.46250986582478293"
"71","800","29","-0.47295208655332305"
"72","810","0","0"
"67","760","82","-0.5186412593206297"
"66","750","91","-0.4630541871921182"
"68","770","70","-0.4878836833602585"
"67","760","83","-0.5186412593206297"
"66","750","92","-0.4630541871921182"
"69","780","59","-0.46250986582478293"
"71","800","30","-0.47295208655332305"
"65","740","90","-0.46256239600665555"
"72","810","1","0"
"70","790","50","-0.48232521602513745"
"67","760","84","-0.5186412593206297"
"66","750","93","-0.4630541871921182"
"65","740","91","-0.46256239600665555"
"70","790","51","-0.48232521602513745"
"68","770","71","-0.4878836833602585"
"71","800","31","-0.47295208655332305"
"69","780","60","-0.46250986582478293"
"72","810","2","-0.013673088875077687"
"67","760","85","-0.5186412593206297"
"66","750","94","-0.4630541871921182"
"65","740","92","-0.46256239600665555"
"68","770","72","-0.4878836833602585"
"71","800","32","-0.47295208655332305"
"69","780","61","-0.46250986582478293"
"70","790","52","-0.48232521602513745"
"66","750","95","-0.4630541871921182"
"67","760","86","-0.5186412593206297"
"65","740","93","-0.46256239600665555"
"68","770","73","-0.4878836833602585"
"69","780","62","-0.46250986582478293"
"71","800","33","-0.47295208655332305"
"70","790","53","-0.48232521602513745"
"72","810","3","-0.03901825047199497"
"66","750","96","-0.4630541871921182"
"69","780","63","-0.46250986582478293"
"67","760","87","-0.5186412593206297"
"65","740","94","-0.46256239600665555"
"71","800","34","-0.47295208655332305"
"70","790","54","-0.48232521602513745"
"68","770","74","-0.4878836833602585"
"66","750","97","-0.4630541871921182"
"69","780","64","-0.46250986582478293"
"72","810","4","-0.07559256886611147"
"65","740","95","-0.46256239600665555"
"67","760","88","-0.5186412593206297"
"70","790","55","-0.48232521602513745"
"71","800","35","-0.47295208655332305"
"68","770","75","-0.4878836833602585"
"69","780","65","-0.46250986582478293"
"67","760","89","-0.5186412593206297"
"65","740","96","-0.46256239600665555"
"66","750","98","-0.4630541871921182"
"70","790","56","-0.48232521602513745"
"71","800","36","-0.47295208655332305"
"72","810","5","-0.11488250652741515"
"66","750","99","-0.4630541871921182"
"67","760","90","-0.5186412593206297"
"65","740","97","-0.46256239600665555"
"69","780","66","-0.46250986582478293"
"68","770","76","-0.4878836833602585"
"70","790","57","-0.48232521602513745"
"71","800","37","-0.47295208655332305"
"66","750","100","-0.4630541871921182"
"65","740","98","-0.46256239600665555"
"67","760","91","-0.5186412593206297"
"69","780","67","-0.46250986582478293"
"70","790","58","-0.48232521602513745"
"68","770","77","-0.4878836833602585"
"72","810","6","-0.147117296222664"
"71","800","38","-0.47295208655332305"
"67","760","92","-0.5186412593206297"
"65","740","99","-0.46256239600665555"
"70","790","59","-0.48232521602513745"
"69","780","68","-0.46250986582478293"
"68","770","78","-0.4878836833602585"
"71","800","39","-0.47295208655332305"
"72","810","7","-0.1788836583725622"
"67","760","93","-0.5186412593206297"
"69","780","69","-0.46250986582478293"
"70","790","60","-0.48232521602513745"
"65","740","100","-0.46256239600665555"
"68","770","79","-0.4878836833602585"
"71","800","40","-0.47295208655332305"
"72","810","8","-0.20408163265306123"
"67","760","94","-0.5186412593206297"
"70","790","61","-0.48232521602513745"
"69","780","70","-0.46250986582478293"
"68","770","80","-0.4878836833602585"
"71","800","41","-0.47295208655332305"
"67","760","95","-0.5186412593206297"
"70","790","62","-0.48232521602513745"
"72","810","9","-0.23294279807029636"
"68","770","81","-0.4878836833602585"
"73","820","0","0"
"70","790","63","-0.48232521602513745"
"67","760","96","-0.5186412593206297"
"71","800","42","-0.47295208655332305"
"69","780","71","-0.46250986582478293"
"72","810","10","-0.2562674094707521"
"74","830","0","0"
"70","790","64","-0.48232521602513745"
"68","770","82","-0.4878836833602585"
"67","760","97","-0.5186412593206297"
"69","780","72","-0.46250986582478293"
"71","800","43","-0.47295208655332305"
"73","820","1","0"
"72","810","11","-0.2752808988764045"
"68","770","83","-0.4878836833602585"
"67","760","98","-0.5186412593206297"
"69","780","73","-0.46250986582478293"
"70","790","65","-0.48232521602513745"
"74","830","1","0"
"71","800","44","-0.47295208655332305"
"68","770","84","-0.4878836833602585"
"67","760","99","-0.5186412593206297"
"73","820","2","-0.008573178199632579"
"72","810","12","-0.2995031937544358"
"69","780","74","-0.46250986582478293"
"70","790","66","-0.48232521602513745"
"71","800","45","-0.47295208655332305"
"68","770","85","-0.4878836833602585"
"67","760","100","-0.5186412593206297"
"69","780","75","-0.46250986582478293"
"70","790","67","-0.48232521602513745"
"72","810","13","-0.3242467718794835"
"74","830","2","-0.009685230024213076"
"73","820","3","-0.02219482120838471"
"71","800","46","-0.47295208655332305"
"68","770","86","-0.4878836833602585"
"69","780","76","-0.46250986582478293"
"70","790","68","-0.48232521602513745"
"72","810","14","-0.33429394812680113"
"71","800","47","-0.47295208655332305"
"74","830","3","-0.03306797305572566"
"68","770","87","-0.4878836833602585"
"73","820","4","-0.04488778054862843"
"69","780","77","-0.46250986582478293"
"70","790","69","-0.48232521602513745"
"72","810","15","-0.34442836468885674"
"71","800","48","-0.47295208655332305"
"68","770","88","-0.4878836833602585"
"69","780","78","-0.46250986582478293"
"74","830","4","-0.062111801242236024"
"73","820","5","-0.08253968253968254"
"70","790","70","-0.48232521602513745"
"71","800","49","-0.47295208655332305"
"72","810","16","-0.3495286439448876"
"75","840","0","0"
"68","770","89","-0.4878836833602585"
"69","780","79","-0.46250986582478293"
"70","790","71","-0.48232521602513745"
"71","800","50","-0.47295208655332305"
"72","810","17","-0.36323851203501095"
"74","830","5","-0.09199747952110901"
"73","820","6","-0.12297734627831715"
"68","770","90","-0.4878836833602585"
"69","780","80","-0.46250986582478293"
"72","810","18","-0.3718887262079063"
"70","790","72","-0.48232521602513745"
"68","770","91","-0.4878836833602585"
"69","780","81","-0.46250986582478293"
"71","800","51","-0.47295208655332305"
"75","840","1","0"
"74","830","6","-0.12005108556832694"
"68","770","92","-0.4878836833602585"
"69","780","82","-0.46250986582478293"
"73","820","7","-0.14800261951538965"
"72","810","19","-0.3893805309734513"
"71","800","52","-0.47295208655332305"
"70","790","73","-0.48232521602513745"
"69","780","83","-0.46250986582478293"
"68","770","93","-0.4878836833602585"
"71","800","53","-0.47295208655332305"
"75","840","2","-0.009569377990430622"
"72","810","20","-0.4107142857142857"
"73","820","8","-0.18520986009327114"
"74","830","7","-0.15025906735751296"
"70","790","74","-0.48232521602513745"
"69","780","84","-0.46250986582478293"
"71","800","54","-0.47295208655332305"
"68","770","94","-0.4878836833602585"
"72","810","21","-0.43609022556390975"
"70","790","75","-0.48232521602513745"
"75","840","3","-0.030211480362537766"
"74","830","8","-0.1799080761654629"
"73","820","9","-0.22372881355932203"
"69","780","85","-0.46250986582478293"
"71","800","55","-0.47295208655332305"
"68","770","95","-0.4878836833602585"
"70","790","76","-0.48232521602513745"
"72","810","22","-0.45268735806207416"
"69","780","86","-0.46250986582478293"
"73","820","10","-0.2496570644718793"
"71","800","56","-0.47295208655332305"
"74","830","9","-0.2222222222222222"
"68","770","96","-0.4878836833602585"
"73","820","11","-0.2777777777777778"
"74","830","10","-0.25084745762711863"
"72","810","23","-0.4676313785224676"
"71","800","57","-0.47295208655332305"
"69","780","87","-0.46250986582478293"
"75","840","4","-0.060085836909871244"
"70","790","77","-0.48232521602513745"
"68","770","97","-0.4878836833602585"
"69","780","88","-0.46250986582478293"
"71","800","58","-0.47295208655332305"
"72","810","24","-0.48466257668711654"
"70","790","78","-0.48232521602513745"
"74","830","11","-0.27709190672153633"
"73","820","12","-0.3017543859649123"
"75","840","5","-0.09345794392523364"
"68","770","98","-0.4878836833602585"
"69","780","89","-0.46250986582478293"
"71","800","59","-0.47295208655332305"
"70","790","79","-0.48232521602513745"
"72","810","25","-0.5"
"74","830","12","-0.30076230076230076"
"73","820","13","-0.32459248759744863"
"75","840","6","-0.1279290690310323"
"68","770","99","-0.4878836833602585"
"70","790","80","-0.48232521602513745"
"71","800","60","-0.47295208655332305"
"69","780","90","-0.46250986582478293"
"72","810","26","-0.5"
"74","830","13","-0.3265592151366503"
"73","820","14","-0.32789212207239177"
"68","770","100","-0.4878836833602585"
"69","780","91","-0.46250986582478293"
"70","790","81","-0.48232521602513745"
"71","800","61","-0.47295208655332305"
"72","810","27","-0.5"
"75","840","7","-0.15661103979460847"
"73","820","15","-0.3378474697077691"
"74","830","14","-0.3380281690140845"
"69","780","92","-0.46250986582478293"
"70","790","82","-0.48232521602513745"
"71","800","62","-0.47295208655332305"
"72","810","28","-0.5"
"73","820","16","-0.3478883321403006"
"75","840","8","-0.19321148825065274"
"70","790","83","-0.48232521602513745"
"74","830","15","-0.35294117647058826"
"71","800","63","-0.47295208655332305"
"69","780","93","-0.46250986582478293"
"72","810","29","-0.5"
"70","790","84","-0.48232521602513745"
"73","820","17","-0.3580158159597412"
"72","810","30","-0.5"
"71","800","64","-0.47295208655332305"
"69","780","94","-0.46250986582478293"
"74","830","16","-0.35795454545454547"
"75","840","9","-0.22075346992729677"
"72","810","31","-0.5"
"70","790","85","-0.48232521602513745"
"71","800","65","-0.47295208655332305"
"69","780","95","-0.46250986582478293"
"73","820","18","-0.37681159420289856"
"74","830","17","-0.37312365975696926"
"75","840","10","-0.24899598393574296"
"76","850","0","0"
"75","840","11","-0.28105906313645623"
"69","780","96","-0.46250986582478293"
"73","820","19","-0.3889293517844137"
"70","790","86","-0.48232521602513745"
"74","830","18","-0.3919308357348703"
"71","800","66","-0.47295208655332305"
"72","810","32","-0.5"
"71","800","67","-0.47295208655332305"
"69","780","97","-0.46250986582478293"
"72","810","33","-0.5"
"74","830","19","-0.3988439306358382"
"75","840","12","-0.30927835051546393"
"73","820","20","-0.4011713030746706"
"70","790","87","-0.48232521602513745"
"76","850","1","0"
"71","800","68","-0.47295208655332305"
"69","780","98","-0.46250986582478293"
"72","810","34","-0.5"
"73","820","21","-0.41531664212076586"
"74","830","20","-0.4233576642335766"
"70","790","88","-0.48232521602513745"
"75","840","13","-0.32204561161022804"
"72","810","35","-0.5"
"69","780","99","-0.46250986582478293"
"71","800","69","-0.47295208655332305"
"70","790","89","-0.48232521602513745"
"73","820","22","-0.4260355029585799"
"74","830","21","-0.43045387994143486"
"75","840","14","-0.34146341463414637"
"76","850","2","-0.008269344359125812"
"72","810","36","-0.5"
"71","800","70","-0.47295208655332305"
"69","780","100","-0.46250986582478293"
"73","820","23","-0.44047619047619047"
"70","790","90","-0.48232521602513745"
"74","830","22","-0.44477172312223856"
"72","810","37","-0.5"
"75","840","15","-0.35294117647058826"
"76","850","3","-0.028639618138424822"
"72","810","38","-0.5"
"75","840","16","-0.36619718309859156"
"71","800","71","-0.47295208655332305"
"73","820","24","-0.4532535527299925"
"70","790","91","-0.48232521602513745"
"74","830","23","-0.4538063562453806"
"70","790","92","-0.48232521602513745"
"72","810","39","-0.5"
"71","800","72","-0.47295208655332305"
"73","820","25","-0.4680210684725357"
"75","840","17","-0.3829787234042553"
"74","830","24","-0.4629080118694362"
"77","860","0","0"
"72","810","40","-0.5"
"70","790","93","-0.48232521602513745"
"71","800","73","-0.47295208655332305"
"73","820","26","-0.4680210684725357"
"75","840","18","-0.39828693790149894"
"74","830","25","-0.47391952309985097"
"72","810","41","-0.5"
"70","790","94","-0.48232521602513745"
"71","800","74","-0.47295208655332305"
"73","820","27","-0.4680210684725357"
"75","840","19","-0.41379310344827586"
"74","830","26","-0.47391952309985097"
"77","860","1","0"
"72","810","42","-0.5"
"70","790","95","-0.48232521602513745"
"71","800","75","-0.47295208655332305"
"73","820","28","-0.4680210684725357"
"76","850","4","-0.06060606060606061"
"74","830","27","-0.47391952309985097"
"75","840","20","-0.4365482233502538"
"72","810","43","-0.5"
"71","800","76","-0.47295208655332305"
"70","790","96","-0.48232521602513745"
"73","820","29","-0.4680210684725357"
"77","860","2","-0.007001166861143524"
"74","830","28","-0.47391952309985097"
"70","790","97","-0.48232521602513745"
"76","850","5","-0.0948860135551448"
"75","840","21","-0.45076586433260396"
"72","810","44","-0.5"
"71","800","77","-0.47295208655332305"
"73","820","30","-0.4680210684725357"
"74","830","29","-0.47391952309985097"
"73","820","31","-0.4680210684725357"
"70","790","98","-0.48232521602513745"
"72","810","45","-0.5"
"75","840","22","-0.4669603524229075"
"76","850","6","-0.12234706616729088"
"77","860","3","-0.02591283863368669"
"72","810","46","-0.5"
"70","790","99","-0.48232521602513745"
"71","800","78","-0.47295208655332305"
"73","820","32","-0.4680210684725357"
"74","830","30","-0.47391952309985097"
"75","840","23","-0.48337028824833705"
"70","790","100","-0.48232521602513745"
"71","800","79","-0.47295208655332305"
"72","810","47","-0.5"
"74","830","31","-0.47391952309985097"
"73","820","33","-0.4680210684725357"
"76","850","7","-0.16560509554140126"
"77","860","4","-0.056186491332934844"
"75","840","24","-0.4962852897473997"
"71","800","80","-0.47295208655332305"
"72","810","48","-0.5"
"74","830","32","-0.47391952309985097"
"73","820","34","-0.4680210684725357"
"76","850","8","-0.1949644932214332"
"75","840","25","-0.5074626865671642"
"77","860","5","-0.09245742092457421"
"72","810","49","-0.5"
"73","820","35","-0.4680210684725357"
"74","830","33","-0.47391952309985097"
"71","800","81","-0.47295208655332305"
"75","840","26","-0.5074626865671642"
"76","850","9","-0.2193211488250653"
"72","810","50","-0.5"
"74","830","34","-0.47391952309985097"
"77","860","6","-0.11692307692307692"
"73","820","36","-0.4680210684725357"
"71","800","82","-0.47295208655332305"
"75","840","27","-0.5074626865671642"
"72","810","51","-0.5"
"78","870","0","0"
"74","830","35","-0.47391952309985097"
"73","820","37","-0.4680210684725357"
"76","850","10","-0.24274406332453827"
"71","800","83","-0.47295208655332305"
"77","860","7","-0.14597629444791016"
"75","840","28","-0.5074626865671642"
"72","810","52","-0.5"
"74","830","36","-0.47391952309985097"
"73","820","38","-0.4680210684725357"
"71","800","84","-0.47295208655332305"
"76","850","11","-0.26817878585723814"
"75","840","29","-0.5074626865671642"
"78","870","1","0"
"72","810","53","-0.5"
"77","860","8","-0.1717171717171717"
"74","830","37","-0.47391952309985097"
"73","820","39","-0.4680210684725357"
"71","800","85","-0.47295208655332305"
"72","810","54","-0.5"
